match_id,date,home_team,away_team,winner
Bra34532alyilIt,17-07-1994,Brazil,Italy,Brazil
Tan34676ndaiaUg,08-12-1994,Tanzania,Uganda,Tanzania
Den34709icorkMe,10-01-1995,Denmark,Mexico,Denmark
Mex34712riacoNi,13-01-1995,Mexico,Nigeria,Mexico
Jap34756reaanSo,26-02-1995,Japan,South Korea,Japan
Ind34789eshiaBa,31-03-1995,India,Bangladesh,India
Ant34840visdaSa,21-05-1995,Antigua and Barbuda,Saint Kitts and Nevis,Antigua and Barbuda
Par34859viaayBo,09-06-1995,Paraguay,Bolivia,Paraguay
Par34896biaayCo,16-07-1995,Paraguay,Colombia,Colombia
Uni34897icoesMe,17-07-1995,United States,Mexico,United States
Bra34897inailAr,17-07-1995,Brazil,Argentina,Brazil
Uru34903zilayBr,23-07-1995,Uruguay,Brazil,Uruguay
Fij34935ndsjiSo,24-08-1995,Fiji,Solomon Islands,Solomon Islands
Mau35031oneiaSi,28-11-1995,Mauritania,Sierra Leone,Sierra Leone
Gab35035oononCa,02-12-1995,Gabon,Cameroon,Cameroon
Alg35035astiaIv,02-12-1995,Algeria,Ivory Coast,Ivory Coast
Eth35039bariaZa,06-12-1995,Ethiopia,Zanzibar,Zanzibar
Hon35040icaasCo,07-12-1995,Honduras,Costa Rica,Honduras
Gab35092siaonTu,28-01-1996,Gabon,Tunisia,Tunisia
Jap35117denanSw,22-02-1996,Japan,Sweden,Sweden
Bar35183icaosJa,28-04-1996,Barbados,Jamaica,Jamaica
Guy35190amenaSu,05-05-1996,Guyana,Suriname,Suriname
Mar35221ameueSu,05-06-1996,Martinique,Suriname,Martinique
Eng35238ainndSp,22-06-1996,England,Spain,England
Fra35238ndsceNe,22-06-1996,France,Netherlands,France
Fra35242licceCz,26-06-1996,France,Czech Republic,Czech Republic
Eng35242anyndGe,26-06-1996,England,Germany,Germany
Eth35302ndaiaUg,25-08-1996,Ethiopia,Uganda,Ethiopia
Sud35398nyaanKe,29-11-1996,Sudan,Kenya,Sudan
Mor35410tiacoCr,11-12-1996,Morocco,Croatia,Croatia
Cro35411liciaCz,12-12-1996,Croatia,Czech Republic,Croatia
Ira35418biaanSa,19-12-1996,Iran,Saudi Arabia,Saudi Arabia
Ira35420aitanKu,21-12-1996,Iran,Kuwait,Iran
Uni35420biaesSa,21-12-1996,United Arab Emirates,Saudi Arabia,Saudi Arabia
Ben35426asoinBu,27-12-1996,Benin,Burkina Faso,Benin
Rus35468biaiaSe,07-02-1997,Russia,Serbia,Russia
Ind35530raqiaIr,10-04-1997,India,Iraq,Iraq
Ecu35603icoorMe,22-06-1997,Ecuador,Mexico,Mexico
Tri35621icagoJa,10-07-1997,Trinidad and Tobago,Jamaica,Trinidad and Tobago
Hai35723ubatiCu,20-10-1997,Haiti,Cuba,Haiti
Cub35725oonbaCa,22-10-1997,Cuba,Cameroon,Cuba
Gam35771neaiaGu,07-12-1997,Gambia,Guinea,Guinea
Egy35826reaptSo,31-01-1998,Egypt,South Korea,South Korea
Ira35826ileanCh,31-01-1998,Iran,Chile,Iran
Bur35847siasoTu,21-02-1998,Burkina Faso,Tunisia,Burkina Faso
Ivo35847yptstEg,21-02-1998,Ivory Coast,Egypt,Egypt
Bur35853ngosoDR,27-02-1998,Burkina Faso,DR Congo,DR Congo
Hun35907niaryNo,22-04-1998,Hungary,North Macedonia,Hungary
Bel35944andumEn,29-05-1998,Belgium,England,Belgium
Mor35944ncecoFr,29-05-1998,Morocco,France,Morocco
Arg35976andnaEn,30-06-1998,Argentina,England,Argentina
Fra35979alyceIt,03-07-1998,France,Italy,France
Bra35983ndsilNe,07-07-1998,Brazil,Netherlands,Brazil
Ind36043andiaTh,05-09-1998,Indonesia,Thailand,Indonesia
Gua36116raslaHo,17-11-1998,Guatemala,Honduras,Guatemala
Gua36117icolaMe,18-11-1998,Guatemala,Mexico,Guatemala
Uni36131reaesNo,02-12-1998,United Arab Emirates,North Korea,United Arab Emirates
Mal36302biawiNa,22-05-1999,Malawi,Namibia,Namibia
Tha36327andndNe,16-06-1999,Thailand,New Zealand,Thailand
New36330andndPo,19-06-1999,New Zealand,Poland,Poland
Mex36351erucoPe,10-07-1999,Mexico,Peru,Mexico
Par36351uayayUr,10-07-1999,Paraguay,Uruguay,Uruguay
Uru36354ileayCh,13-07-1999,Uruguay,Chile,Uruguay
Esw36359bweniZi,18-07-1999,Eswatini,Zimbabwe,Eswatini
Nam36372icaiaSo,31-07-1999,Namibia,South Africa,Namibia
Rwa36375nyadaKe,03-08-1999,Rwanda,Kenya,Kenya
Rwa36379ndidaBu,07-08-1999,Rwanda,Burundi,Rwanda
Zam36379queiaMo,07-08-1999,Zambia,Mozambique,Zambia
Nam36400iniiaEs,28-08-1999,Namibia,Eswatini,Namibia
Gab36490ogoonTo,26-11-1999,Gabon,Togo,Togo
Rom36560giaiaGe,04-02-2000,Romania,Georgia,Romania
Sou36568siacaTu,12-02-2000,South Africa,Tunisia,South Africa
Nig36569ooniaCa,13-02-2000,Nigeria,Cameroon,Cameroon
Uni36575biaesCo,19-02-2000,United States,Colombia,Colombia
Sur36604ciameSa,19-03-2000,Suriname,Saint Lucia,Suriname
Bri36645tendsSi,29-04-2000,British Virgin Islands,Sint Maarten,British Virgin Islands
Bri36646udadsAn,30-04-2000,British Virgin Islands,Antigua and Barbuda,Antigua and Barbuda
Mal36656nkaesSr,10-05-2000,Maldives,Sri Lanka,Sri Lanka
Sen36657alialMa,11-05-2000,Senegal,Mali,Senegal
Mal36666olawiAn,20-05-2000,Malawi,Angola,Angola
Bar36667ubaosCu,21-05-2000,Barbados,Cuba,Barbados
Fra36681panceJa,04-06-2000,France,Japan,France
Ira36684yptanEg,07-06-2000,Iran,Egypt,Egypt
Les36688biahoZa,11-06-2000,Lesotho,Zambia,Lesotho
Net36706alydsIt,29-06-2000,Netherlands,Italy,Italy
Lib36721hadyaCh,14-07-2000,Libya,Chad,Libya
Moz36723thoueLe,16-07-2000,Mozambique,Lesotho,Lesotho
Tog36772onegoSi,03-09-2000,Togo,Sierra Leone,Togo
Uni36803reaesSo,04-10-2000,United Arab Emirates,South Korea,United Arab Emirates
Ken36827ndayaUg,28-10-2000,Kenya,Uganda,Uganda
Eth36862ndaiaRw,02-12-2000,Ethiopia,Rwanda,Ethiopia
Chi36908yptPREg,17-01-2001,China PR,Egypt,Egypt
Sou36918uayeaPa,27-01-2001,South Korea,Paraguay,South Korea
Esw36933bianiZa,11-02-2001,Eswatini,Zambia,Eswatini
Yny37084sey�nJe,12-07-2001,Ynys Môn,Jersey,Ynys Môn
Gue37085ôneyYn,13-07-2001,Guernsey,Ynys Môn,Guernsey
Uru37101rasayHo,29-07-2001,Uruguay,Honduras,Honduras
Chi37106reaPRNo,03-08-2001,China PR,North Korea,North Korea
Kuw37106agoitTr,03-08-2001,Kuwait,Trinidad and Tobago,Kuwait
Kuw37108reaitNo,05-08-2001,Kuwait,North Korea,North Korea
Zam37121olaiaAn,18-08-2001,Zambia,Angola,Angola
Ken37188ndayaUg,24-10-2001,Kenya,Uganda,Kenya
Tan37188ngoiaDR,24-10-2001,Tanzania,DR Congo,Tanzania
Eth37243ndiiaBu,18-12-2001,Ethiopia,Burundi,Ethiopia
Mar37262itiueHa,06-01-2002,Martinique,Haiti,Martinique
Can37282quedaMa,26-01-2002,Canada,Martinique,Canada
Mex37283reacoSo,27-01-2002,Mexico,South Korea,South Korea
Uni37286adaesCa,30-01-2002,United States,Canada,United States
Sen37297oonalCa,10-02-2002,Senegal,Cameroon,Cameroon
Cyp37299andusSw,12-02-2002,Cyprus,Switzerland,Cyprus
Chi37302niaPRSl,15-02-2002,China PR,Slovenia,Slovenia
Tha37303reandNo,16-02-2002,Thailand,North Korea,North Korea
Bot37345icanaSo,30-03-2002,Botswana,South Africa,South Africa
Rus37393rusiaBe,17-05-2002,Russia,Belarus,Belarus
Rus37395biaiaSe,19-05-2002,Russia,Serbia,Serbia
Spa37423andinRe,16-06-2002,Spain,Republic of Ireland,Spain
Sou37429aineaSp,22-06-2002,South Korea,Spain,South Korea
Sou37458carcaMa,21-07-2002,South Africa,Madagascar,South Africa
Ira37504ranaqIr,05-09-2002,Iraq,Iran,Iraq
Syr37506raniaIr,07-09-2002,Syria,Iran,Iran
Ira37516ccoanMo,17-09-2002,Iran,Morocco,Iran
Ira37518uayanPa,19-09-2002,Iran,Paraguay,Iran
Ken37552icayaSo,23-10-2002,Kenya,South Africa,Kenya
Tan37555icaiaSo,26-10-2002,Tanzania,South Africa,South Africa
Ken37555ndayaUg,26-10-2002,Kenya,Uganda,Kenya
Sou37579galcaSe,19-11-2002,South Africa,Senegal,Senegal
Nig37617asoerBu,27-12-2002,Niger,Burkina Faso,Burkina Faso
Nig37619alierMa,29-12-2002,Niger,Mali,Niger
Ban37641vesshMa,20-01-2003,Bangladesh,Maldives,Bangladesh
Uru37656ranayIr,04-02-2003,Uruguay,Iran,Uruguay
Ben37687gerinNi,07-03-2003,Benin,Niger,Benin
Gua37695anapeFr,15-03-2003,Guadeloupe,French Guiana,Guadeloupe
Moz37702thoueLe,22-03-2003,Mozambique,Lesotho,Mozambique
Tun37707anaiaGh,27-03-2003,Tunisia,Ghana,Tunisia
Gha37710carnaMa,30-03-2003,Ghana,Madagascar,Ghana
Bot37765awinaMa,24-05-2003,Botswana,Malawi,Malawi
New37811atuiaVa,09-07-2003,New Caledonia,Vanuatu,New Caledonia
Mal37849biawiZa,16-08-2003,Malawi,Zambia,Malawi
Alg37888boniaGa,24-09-2003,Algeria,Gabon,Algeria
Alg37890asoiaBu,26-09-2003,Algeria,Burkina Faso,Algeria
Ken37963ndayaRw,08-12-2003,Kenya,Rwanda,Rwanda
Sud37963ndaanUg,08-12-2003,Sudan,Uganda,Uganda
Tun38028riaiaNi,11-02-2004,Tunisia,Nigeria,Tunisia
Kaz38036niaanAr,19-02-2004,Kazakhstan,Armenia,Kazakhstan
Les38045anahoBo,28-02-2004,Lesotho,Botswana,Botswana
Jor38161riaanSy,23-06-2004,Jordan,Syria,Syria
Por38162andalEn,24-06-2004,Portugal,England,Portugal
Swe38164ndsenNe,26-06-2004,Sweden,Netherlands,Netherlands
Ang38186analaBo,18-07-2004,Angola,Botswana,Angola
Uru38189zilayBr,21-07-2004,Uruguay,Brazil,Brazil
Arg38193zilnaBr,25-07-2004,Argentina,Brazil,Brazil
Uzb38198ainanBa,30-07-2004,Uzbekistan,Bahrain,Bahrain
Jap38199dananJo,31-07-2004,Japan,Jordan,Japan
Chi38202ranPRIr,03-08-2004,China PR,Iran,China PR
Nig38282doriaEc,22-10-2004,Nigeria,Ecuador,Ecuador
Zim38284biaweZa,24-10-2004,Zimbabwe,Zambia,Zambia
Zam38311olaiaAn,20-11-2004,Zambia,Angola,Angola
Tha38321niandEs,30-11-2004,Thailand,Estonia,Thailand
Sin38321ongreHo,30-11-2004,Singapore,Hong Kong,Hong Kong
Tha38323kiandSl,02-12-2004,Thailand,Slovakia,Slovakia
Bah38324viainLa,03-12-2004,Bahrain,Latvia,Bahrain
Fin38324manndOm,03-12-2004,Finland,Oman,Oman
Eth38343nyaiaKe,22-12-2004,Ethiopia,Kenya,Ethiopia
Qat38345manarOm,24-12-2004,Qatar,Oman,Qatar
Cyp38391riausAu,08-02-2005,Cyprus,Austria,Cyprus
Aus38392viaiaLa,09-02-2005,Austria,Latvia,Latvia
Cos38410rascaHo,27-02-2005,Costa Rica,Honduras,Costa Rica
Nam38458anaiaBo,16-04-2005,Namibia,Botswana,Botswana
Mex38529inacoAr,26-06-2005,Mexico,Argentina,Argentina
Col38554amaiaPa,21-07-2005,Colombia,Panama,Panama
Uni38557amaesPa,24-07-2005,United States,Panama,United States
Kuw38561tesitUn,28-07-2005,Kuwait,United Arab Emirates,United Arab Emirates
Egy38563tesptUn,30-07-2005,Egypt,United Arab Emirates,Egypt
Sou38577biacaZa,13-08-2005,South Africa,Zambia,Zambia
Ukr38579aelneIs,15-08-2005,Ukraine,Israel,Israel
Aus38672uayiaUr,16-11-2005,Australia,Uruguay,Australia
Syr38696raqiaIr,10-12-2005,Syria,Iraq,Iraq
